Code,Name,Description,Cost,Nit
CVV,Clothing,Grocery,44421.2,59-142-6005
MRTX,Baby,Garden,46850.7,38-410-6467
ZB^A,Clothing,Music,37568.9,20-464-4410
SMMF,Beauty,Movies,38577.8,81-003-4156
TV,Movies,Home,11192.3,78-429-7221
MRLN,Health,Toys,36466.6,73-915-9299
CXO,Health,Health,16221.6,76-462-6797
HFC,Baby,Baby,22376.2,94-968-0914
HRZN,Shoes,Jewelery,5748.0,63-847-4183
DSW,Kids,Grocery,16023.6,13-752-9303
IMGN,Games,Music,28620.6,64-256-6730
UBSH,Grocery,Toys,31247.1,91-435-4657
CASY,Shoes,Industrial,44319.5,00-998-4663
ANDA,Home,Books,40123.3,62-569-8538
RQI,Movies,Computers,19110.4,83-603-1528
QPACW,Music,Baby,21591.4,89-617-8736
EV,Sports,Games,40750.7,30-280-1479
ZX,Computers,Garden,11075.4,00-557-0343
MCN,Games,Outdoors,32317.1,98-134-9460
AR,Shoes,Movies,36987.1,00-570-5743
NWS,Baby,Outdoors,37596.7,61-341-0863
ABCD,Baby,Sports,42656.4,27-626-9327
OASM,Shoes,Shoes,9521.3,17-260-2630
GRIF,Music,Health,49497.2,11-948-4024
TCF,Clothing,Jewelery,15288.0,31-319-7535
NOW,Shoes,Movies,26775.2,31-099-9923
EXTR,Kids,Home,28949.0,42-656-4991
STLRU,Games,Jewelery,7350.8,09-799-5259
TST,Shoes,Baby,42558.7,82-634-0159
RF^A,Movies,Garden,29766.0,86-486-3548
HAS,Music,Clothing,5488.3,02-256-2813
DL,Computers,Garden,27889.1,83-458-7880
SUNW,Toys,Shoes,17030.9,66-900-4516
BDN,Home,Sports,29304.6,37-413-7334
OXBR,Beauty,Toys,41292.0,90-702-8361
AMAT,Outdoors,Movies,8253.5,43-989-2520
NUROW,Grocery,Books,9773.6,38-758-1153
R,Toys,Outdoors,42771.9,70-433-1052
PNTR,Movies,Beauty,46434.4,23-635-2308
SNR,Games,Garden,27291.5,90-388-0873
BTO,Kids,Outdoors,10558.4,48-820-8269
GMRE,Beauty,Games,17994.0,57-915-3638
GLOP,Baby,Toys,8371.7,35-695-2648
RKDA,Garden,Automotive,32174.7,69-858-6050
ANF,Home,Industrial,21914.4,66-659-5525
SSNI,Computers,Health,22582.9,99-966-9373
PFG,Baby,Movies,20730.0,07-355-2592
HL,Baby,Health,17945.6,22-571-8655
ARH^C,Sports,Automotive,26185.7,89-337-3812
OA,Automotive,Baby,9156.8,35-175-1934
HAE,Kids,Outdoors,38998.0,41-193-4046
TGT,Shoes,Books,24259.1,98-799-2813
COF^C,Jewelery,Computers,46942.4,59-727-1000
AQN,Music,Outdoors,39276.7,63-311-5218
FATE,Beauty,Electronics,27979.9,23-990-6512
GENE,Garden,Health,24202.4,74-091-2932
ALKS,Movies,Baby,17154.8,44-069-7786
GS^K,Shoes,Grocery,18396.7,59-654-2087
AGO,Outdoors,Toys,23862.7,23-316-6421
AIN,Toys,Outdoors,37443.5,26-275-6012
RNR,Garden,Beauty,46495.4,39-663-6679
KR,Jewelery,Tools,44356.2,53-613-7818
FLN,Music,Garden,44881.8,69-454-0706
WBAI,Home,Health,19412.8,47-297-3839
TRNO^A.CL,Shoes,Garden,13125.4,20-384-5291
CHUBA,Shoes,Health,17822.8,71-305-1084
PSA^C,Computers,Jewelery,20719.8,36-254-5621
CNAT,Computers,Games,24754.7,88-738-3178
KTOV,Kids,Games,11834.6,28-730-0427
BLIN          ,Shoes,Electronics,31585.2,38-018-2167
UNM,Clothing,Games,40903.1,34-633-1165
CCZ,Toys,Games,5458.9,84-160-4603
LAYN,Outdoors,Grocery,42519.2,10-885-8432
IDA,Computers,Clothing,19680.5,50-697-0574
full_name,Home,Toys,25982.2,82-940-0457
TEN,Grocery,Movies,10536.9,67-495-7032
ZNH,Electronics,Kids,6759.0,98-696-7278
GERN,Jewelery,Tools,10825.6,53-630-5433
WRI,Electronics,Sports,47556.7,16-968-8725
AMED,Toys,Home,25923.7,72-564-8227
EDBI,Clothing,Kids,16412.5,15-451-4783
NEPT,Jewelery,Clothing,31939.8,93-044-7276
CIO,Beauty,Music,7418.4,00-137-6664
BHE,Clothing,Grocery,31709.4,92-099-2831
NTG,Grocery,Grocery,7231.7,71-803-4557
MTFB,Tools,Tools,35835.0,42-927-9310
IGF,Home,Music,9314.9,18-530-2889
ITW,Movies,Sports,39819.6,20-970-6333
CBU,Garden,Clothing,7831.9,11-497-7189
EPZM,Automotive,Grocery,44773.2,15-902-4161
SHO^E,Movies,Shoes,49064.8,10-742-7629
CENX,Games,Games,23040.5,46-155-5160
RECN,Kids,Grocery,13343.1,56-904-9304
ZBIO,Home,Music,27982.3,91-195-1211
UFCS,Outdoors,Automotive,40558.3,77-151-8034
LMRK,Jewelery,Clothing,49281.2,70-632-2436
CNXR,Electronics,Sports,33070.9,52-602-0552
NGVT,Shoes,Sports,18271.7,96-425-6255
SSW^G,Outdoors,Sports,39491.5,59-127-1436
GGP,Games,Games,47393.3,99-836-1485
ADBE,Movies,Automotive,37379.7,37-924-6534
UBSI,Electronics,Sports,5158.2,50-636-5154
DXJS,Garden,Clothing,44857.3,11-907-6390
DWAS,Tools,Beauty,41538.1,56-879-1871
KOSS,Garden,Movies,26670.9,93-656-0999
DFT,Toys,Books,24306.1,14-388-5302
BSD,Electronics,Clothing,43390.9,99-333-6158
OFED,Beauty,Outdoors,37079.1,16-579-4241
SBS,Baby,Automotive,29122.8,10-883-4895
IR,Automotive,Sports,49854.4,73-767-1846
RDCM,Industrial,Clothing,12212.4,29-933-0587
DAIO,Clothing,Outdoors,49395.1,63-153-5432
DKT,Beauty,Industrial,24396.9,82-547-6085
ISIG,Grocery,Jewelery,21086.3,92-880-9605
MSI,Toys,Books,17919.6,42-477-2911
DMB,Health,Computers,34691.2,87-808-2456
PCG,Computers,Toys,45607.4,43-142-9121
CMD,Kids,Sports,5120.1,20-861-4028
BOMN,Books,Music,20967.2,64-629-0042
OAK,Computers,Beauty,22948.2,53-923-7789
FNB,Jewelery,Shoes,18763.8,90-376-3842
GTLS,Industrial,Toys,22757.1,66-873-9107
OPHT,Electronics,Industrial,35279.8,47-946-6072
FLS,Garden,Shoes,19686.1,55-876-7811
BT,Jewelery,Baby,6808.3,58-471-7512
OMNT,Clothing,Shoes,41099.6,97-858-9433
KFRC,Computers,Beauty,40585.3,13-995-6385
NAVG,Clothing,Garden,43700.3,34-015-6426
CAR,Baby,Clothing,34738.9,92-787-1536
ISBC,Automotive,Clothing,6868.4,98-990-1883
HDS,Grocery,Garden,13943.2,36-615-5901
SGMA,Home,Games,36627.8,54-948-6006
ESNT,Tools,Electronics,48602.6,90-622-4611
THO,Tools,Baby,41829.6,46-043-2427
FALN,Sports,Jewelery,40573.8,05-947-0403
JRS,Shoes,Home,22787.3,89-906-9737
MH^A,Baby,Sports,25707.9,99-234-4627
HJV,Beauty,Kids,18420.2,78-261-2053
SQM,Games,Beauty,46127.8,65-786-3520
FDX,Sports,Automotive,20606.7,53-582-1407
JRO,Automotive,Outdoors,33799.3,80-013-3765
RUSHA,Grocery,Books,11290.0,21-471-7648
PMPT,Music,Computers,25987.9,71-366-0283
UEPS,Outdoors,Computers,11765.8,63-078-9326
WIX,Computers,Baby,42143.2,59-344-1896
AHT^A,Books,Toys,18783.7,49-911-7397
BML^I,Jewelery,Music,37573.8,54-468-6540
AMPH,Tools,Electronics,32110.4,88-580-4772
ORAN,Electronics,Grocery,48848.7,46-628-0373
XTLY,Beauty,Computers,5923.6,18-343-1407
NVFY,Garden,Books,36427.7,17-908-5992
MBT,Toys,Grocery,49998.0,22-572-5917
STT,Music,Industrial,29444.2,97-634-3475
OAS,Health,Music,46818.3,84-080-0192
ESCA,Movies,Clothing,31743.8,10-487-8667
SBRAP,Tools,Music,36959.6,78-525-5134
SJM,Garden,Clothing,44153.7,80-680-4345
CPK,Home,Kids,21199.1,07-055-3518
CERN,Automotive,Industrial,39042.6,75-763-1064
NQP,Toys,Home,49508.0,69-029-1165
WDAY,Games,Clothing,5702.6,86-524-5637
ZBH,Movies,Health,34768.1,06-556-8191
ISHG,Garden,Books,33046.7,88-475-3813
AI^B,Tools,Baby,10143.8,97-349-0900
BAH,Clothing,Music,45183.0,97-415-3306
CAB,Electronics,Automotive,42141.8,04-076-1729
MDC,Clothing,Books,31970.0,03-649-0275
CCJ,Beauty,Health,17476.6,24-869-3589
MORN,Computers,Music,44338.2,01-422-1167
CLI,Grocery,Outdoors,34445.5,99-458-1359
FTRPR,Games,Industrial,9179.7,30-691-1512
MG,Books,Health,13480.2,63-386-6072
CERC,Automotive,Sports,44206.2,05-746-7980
MNGA,Garden,Garden,35587.8,87-629-0748
GFNCP,Electronics,Clothing,16363.9,10-286-0109
CYS^B,Kids,Shoes,31445.8,30-345-6270
RJF,Grocery,Music,25241.5,32-367-5017
HLF,Baby,Beauty,16527.4,57-055-9621
MEN,Computers,Toys,40407.1,50-376-5217
LVNTA,Clothing,Shoes,24506.2,30-391-6676
PAYX,Garden,Automotive,46082.5,72-159-3637
TUTT,Garden,Shoes,7541.0,26-599-4608
FRAC,Tools,Home,40251.8,01-966-1756
LEXEA,Automotive,Clothing,41465.8,86-546-3326
AMED,Home,Baby,36710.4,62-718-2802
NMZ,Baby,Garden,48619.0,02-555-3721
ACCO,Books,Sports,30560.4,47-390-6807
ARWR,Baby,Baby,36128.8,60-860-2222
EDAP,Jewelery,Movies,36879.6,48-139-5398
AXARW,Garden,Automotive,38503.9,63-505-8966
FLS,Movies,Beauty,8486.2,23-129-7711
PGZ,Movies,Automotive,11540.3,36-693-4081
DNBF,Beauty,Shoes,36764.0,75-124-5363
FRO,Electronics,Grocery,29914.8,98-919-7779
AZN,Computers,Shoes,49576.5,41-502-5475
LMBS,Sports,Electronics,23577.6,12-362-3462
INSW,Grocery,Industrial,37362.4,07-724-4488
BNFT,Shoes,Health,25617.0,96-948-4078
GGB,Beauty,Grocery,22151.6,86-046-6433
BR,Electronics,Beauty,39320.0,81-822-3381
KOSS,Kids,Computers,9065.4,33-875-2877
SIVBO,Jewelery,Grocery,22229.2,17-583-6362
WOR,Industrial,Automotive,29107.2,65-351-4408
RKDA,Jewelery,Garden,7333.2,84-546-5037
BAH,Kids,Health,12733.8,66-090-9197
CMC,Clothing,Health,38833.0,37-930-9595
GSL,Games,Beauty,39986.4,81-431-3657
COR,Sports,Tools,27244.5,63-172-5873
MD,Computers,Shoes,6696.5,83-566-9465
T,Kids,Health,37918.6,46-574-7499
MARA,Music,Books,29448.0,16-364-3834
ZION,Shoes,Baby,37329.2,15-951-7760
LNCE,Kids,Clothing,43341.2,53-928-9129
EGIF,Outdoors,Home,8884.3,41-691-3049
HTH,Books,Automotive,40138.1,95-385-0790
NTZ,Grocery,Tools,15296.2,70-642-6428
PSAU,Books,Industrial,38239.6,22-763-2554
NRE,Industrial,Home,31750.8,80-239-4578
BFAM,Grocery,Computers,46088.8,00-775-3355
IPDN,Games,Baby,49710.2,96-206-8512
KREF,Electronics,Home,41580.7,49-923-9914
EMCF,Shoes,Sports,29590.3,29-764-5675
CSV,Baby,Industrial,5551.0,83-880-2457
MYRG,Electronics,Kids,6086.2,77-759-7369
WVVIP,Outdoors,Games,43371.9,07-906-6423
RGNX,Baby,Jewelery,47965.7,29-000-1715
PSA^W,Books,Books,34224.1,76-750-7907
CCOI,Games,Toys,28269.8,32-035-5404
TCCB,Jewelery,Tools,45970.9,56-759-8359
UIS,Movies,Industrial,11907.8,58-433-3092
KSS,Shoes,Shoes,49645.9,92-662-7958
INFR,Automotive,Games,47742.7,92-792-8035
VBFC,Baby,Computers,34435.7,55-424-0813
GENY,Electronics,Baby,13448.6,67-617-5950
CLNS^A.CL,Clothing,Movies,34045.0,48-278-3942
BBW,Automotive,Books,34206.8,87-164-3812
AF,Clothing,Electronics,18974.6,21-006-6580
FR,Outdoors,Grocery,34386.5,62-083-4608
KCAP,Books,Baby,22243.8,74-973-4278
PDP,Computers,Industrial,12393.1,33-712-1110
CTAS,Shoes,Games,31809.7,84-386-8268
CYCC,Baby,Automotive,31276.8,59-550-6411
KYE,Electronics,Automotive,19252.1,10-330-1831
LHO,Shoes,Tools,20154.8,08-041-6309
RDS.A,Games,Outdoors,5159.1,83-420-4159
RY^S,Computers,Sports,24333.3,17-519-7075
DGLY,Music,Clothing,11308.7,88-124-2579
SYRS,Kids,Shoes,32264.6,25-320-9984
AMH,Movies,Sports,31074.6,07-045-2848
INCR,Music,Garden,32639.9,14-785-7864
ZB^A,Automotive,Books,29444.1,82-233-5137
ENT,Outdoors,Baby,6476.3,62-675-8549
BPK,Beauty,Books,22275.0,24-051-5910
PKD,Computers,Toys,9931.4,04-203-7195
XCO,Kids,Garden,31457.0,71-351-1513
CSS,Clothing,Home,41505.8,20-957-4402
IDXG,Sports,Clothing,41194.9,91-384-0528
EFC,Grocery,Computers,42874.3,47-352-7086
PIR,Tools,Tools,33956.9,51-242-6097
GAM,Garden,Kids,6000.7,35-092-4277
DCO,Electronics,Automotive,19549.6,19-478-4262
SAM,Shoes,Tools,21477.7,20-222-2969
CHSCL,Health,Beauty,19940.8,60-404-1904
NAT,Health,Garden,25811.7,56-627-1020
NETS,Grocery,Jewelery,36489.2,27-513-3385
SZC,Books,Grocery,21446.8,06-035-1675
CSLT,Garden,Clothing,47624.5,44-078-8365
CYAD,Music,Industrial,43357.0,17-072-8632
FMB,Tools,Health,30405.2,50-908-9106
HYB,Computers,Sports,18665.7,51-239-4221
JQC,Books,Baby,44090.4,51-061-6773
HSTM,Outdoors,Outdoors,10873.9,15-697-8358
DMRC,Computers,Industrial,14650.1,14-135-9352
MCC,Tools,Baby,42038.6,97-736-9304
IMDZ,Industrial,Jewelery,39376.8,42-856-5560
CBPX,Baby,Automotive,19043.2,81-707-9617
BBVA,Tools,Baby,46070.1,15-049-1021
EXLS,Toys,Home,36374.7,74-388-4634
CSPI,Computers,Toys,5289.5,69-961-5217
CNHI,Electronics,Games,12373.1,79-031-9753
NUS,Tools,Baby,21814.6,23-506-5557
FINL,Games,Garden,36345.8,17-110-4526
SPG^J,Music,Electronics,19373.3,29-281-4533
BVSN,Shoes,Industrial,5012.9,93-932-6411
OXBR,Health,Industrial,42502.6,55-687-5533
UIS,Outdoors,Toys,12668.4,85-697-4273
VSTO,Grocery,Electronics,5259.8,92-530-9677
CMPR,Outdoors,Outdoors,14250.1,95-839-7151
PB,Music,Toys,17736.2,00-487-3126
MSCI,Outdoors,Baby,33277.4,29-433-0904
MFD,Jewelery,Shoes,15255.5,15-034-0600
CAA,Home,Sports,29820.7,62-370-0034
CCIH,Games,Electronics,19785.8,24-888-9954
FORM,Music,Sports,25530.3,08-228-0499
ESBK,Electronics,Toys,35888.1,08-665-3161
SMRT,Automotive,Automotive,26873.6,02-444-8002
DRRX,Sports,Garden,28238.0,48-227-2917
AVNW,Movies,Music,25152.6,67-888-3625
VWOB,Music,Shoes,49405.7,06-853-5261
DSL,Beauty,Electronics,48981.3,94-720-3453
OMI,Beauty,Music,5838.0,00-806-7709
MS^A,Beauty,Health,37813.2,76-171-4393
NEV,Beauty,Movies,10207.4,67-905-3670
CMS^B,Sports,Home,26477.2,86-348-5927
G,Industrial,Shoes,26585.7,07-767-4874
UNIT,Electronics,Books,45538.8,88-226-3774
UNIT,Clothing,Baby,19958.0,83-325-1585
BAP,Garden,Electronics,34595.9,01-764-9440
FARM,Health,Grocery,42902.2,86-968-8096
IPKW,Kids,Garden,35932.1,53-187-8371
NID,Baby,Sports,17973.6,40-165-7867
MPO,Music,Kids,49037.3,49-556-0243
DDBI,Grocery,Clothing,5713.5,07-133-4487
NGHCN,Outdoors,Baby,40463.4,73-980-3729
TTP,Home,Kids,34444.7,67-869-6148
DDR^K,Toys,Movies,13248.4,78-809-4013
GHM,Health,Health,43873.1,73-942-4662
SLB,Outdoors,Grocery,38895.0,81-000-1099
BOBE,Industrial,Sports,45725.0,89-722-5979
BRK.A,Toys,Kids,26837.4,30-339-4030
SM,Shoes,Garden,47865.1,92-545-6587
PPT,Health,Shoes,22529.5,88-926-2827
EQS,Games,Kids,37199.2,35-673-9132
CCBG,Computers,Industrial,27795.8,35-340-7259
BKMU,Grocery,Baby,32772.2,73-835-0692
CLGX,Jewelery,Outdoors,43642.0,01-768-8276
KAACU,Games,Kids,26127.7,38-114-1103
LINK,Music,Kids,6539.0,67-629-8896
OLP,Jewelery,Jewelery,46299.1,25-837-1497
CLB,Shoes,Clothing,15457.2,99-337-0974
FWONA,Clothing,Books,12028.2,58-665-9031
BAC^A,Electronics,Sports,46241.5,45-438-0536
AAPC,Sports,Games,48146.0,55-455-0434
AFG,Tools,Industrial,34951.3,25-826-5886
BBT^E,Tools,Toys,22095.6,07-097-7595
WPG^H,Health,Computers,25450.4,53-473-4220
ELY,Books,Health,45889.0,72-543-0250
HMTV,Automotive,Movies,38727.7,76-435-0806
ACST,Grocery,Music,39363.1,46-419-4373
CIM,Garden,Computers,25534.1,32-232-7522
IAC,Beauty,Movies,27338.8,43-358-1204
GOF,Toys,Beauty,17474.1,39-930-5939
FCH^A,Movies,Home,30753.8,56-044-5758
RDUS,Electronics,Computers,11106.1,02-319-8234
WIT,Tools,Outdoors,25554.0,23-018-1286
HIVE,Industrial,Sports,49038.6,12-494-1862
XL,Electronics,Computers,40409.2,25-351-0037
EDD,Movies,Baby,19677.8,80-934-1018
VVC,Music,Tools,10446.1,91-870-2073
IMI,Games,Automotive,6112.8,06-612-0154
IGA,Garden,Clothing,45037.0,52-429-7586
COF^P,Music,Grocery,40250.9,99-359-8591
WETF,Kids,Games,30218.1,17-879-5059
CCD,Computers,Industrial,33365.5,43-616-3870
KRG,Grocery,Tools,10728.3,26-328-5858
HELE,Toys,Beauty,21937.1,02-048-3787
ROST,Outdoors,Industrial,44042.5,90-292-1029
FOGO,Automotive,Automotive,30095.3,07-565-7713
PFG,Toys,Sports,39837.1,78-954-5375
CRZO,Movies,Books,42142.7,25-297-3365
PBNC,Toys,Health,18825.8,83-561-3891
ORLY,Automotive,Computers,14632.7,76-567-8930
VPV,Toys,Games,19814.1,96-049-2045
LTEA,Jewelery,Books,47779.3,69-096-3347
IIF,Tools,Health,13204.6,02-963-6462
DISH,Games,Toys,23658.4,53-973-6678
CPSI,Grocery,Health,22232.6,07-258-0310
PSTG,Electronics,Sports,35078.6,85-163-8982
GIGM,Books,Garden,22254.9,75-930-0995
MTB,Grocery,Games,37470.6,85-549-4715
RAVN,Electronics,Music,47555.6,70-672-3076
FTI,Jewelery,Shoes,22049.2,00-903-7845
COGT,Computers,Outdoors,48183.3,02-779-3966
NMK^B,Music,Outdoors,32587.0,21-134-6716
COR,Jewelery,Baby,43173.8,51-085-0275
NDRO,Toys,Automotive,15064.4,31-913-9507
BTO,Books,Clothing,47030.3,59-868-8358
FKLYU,Kids,Garden,37782.1,40-337-3161
VALU,Music,Shoes,18034.2,06-076-4838
NHF,Toys,Computers,9593.8,48-348-7235
SPAR,Sports,Industrial,11617.2,13-666-8955
ZTO,Music,Computers,33337.7,56-742-8037
IPG,Games,Books,47320.9,06-242-3883
STNG,Kids,Automotive,28454.8,10-456-1863
PSCT,Tools,Home,18022.2,43-096-8716
BLCM,Health,Tools,37437.7,42-109-2717
PTXP,Jewelery,Automotive,20977.6,45-880-0459
AWI,Automotive,Health,35080.9,26-806-2112
CNNX,Garden,Automotive,39141.8,65-529-5616
LION,Shoes,Automotive,16892.5,09-166-5894
ARIS,Jewelery,Tools,14660.6,76-251-0558
NBRV,Clothing,Home,48276.1,95-841-4549
AFSI^B,Industrial,Kids,46476.9,09-007-6780
PBBI,Jewelery,Tools,25893.5,17-526-7837
EMCB,Garden,Beauty,17448.0,40-366-6383
HWKN,Electronics,Clothing,33510.8,33-469-5494
AKO.A,Jewelery,Sports,27390.9,96-035-5890
DWAQ,Tools,Kids,15544.6,17-470-8831
AJX,Sports,Garden,16947.7,08-217-0527
OCFC,Jewelery,Garden,11352.4,83-222-2510
SDR,Home,Music,20375.3,35-592-4674
CUBN,Baby,Home,33486.9,54-986-0055
EACQW,Tools,Industrial,33542.2,94-981-6709
ABB,Shoes,Health,32205.8,40-227-5116
V,Industrial,Health,14828.4,16-649-1683
FGP,Books,Clothing,8798.4,33-912-6282
ARI,Music,Tools,12137.4,13-873-2526
MGYR,Games,Outdoors,44917.8,71-466-7578
GSVC,Clothing,Outdoors,46741.5,78-041-3831
RGLD,Toys,Tools,8986.4,88-103-8367
AGD,Books,Shoes,33879.3,70-581-2296
OPY,Shoes,Books,13012.5,87-803-9049
NMY,Home,Music,40060.7,72-301-0398
FIVE,Industrial,Jewelery,38167.0,03-435-1920
SPRT,Computers,Outdoors,41295.4,26-364-0503
CLNS^G,Industrial,Automotive,9318.7,70-872-7689
TLI,Beauty,Automotive,27936.5,56-642-0571
CCK,Tools,Kids,29355.9,06-899-2286
FBK,Garden,Shoes,30334.8,62-871-8754
LMB,Clothing,Industrial,10005.6,54-627-4748
MWA,Grocery,Sports,16052.0,49-831-3067
AGNCB,Outdoors,Games,10639.8,88-661-0840
GDEN,Outdoors,Grocery,43739.2,75-777-1072
DCUC,Home,Industrial,47207.4,43-690-6715
FBC,Shoes,Home,26832.5,17-075-3351
FBMS,Home,Home,44531.5,14-075-7738
LULU,Books,Clothing,19964.5,56-764-9749
OFS,Books,Books,20181.0,69-414-7424
OPXAW,Garden,Books,35923.3,89-148-5136
AMID,Computers,Electronics,31693.4,88-452-1461
CBL^D,Health,Shoes,39351.5,90-026-4017
COWNL,Sports,Outdoors,20385.8,19-853-8175
CACG,Music,Sports,9629.3,51-992-8798
VDSI,Tools,Home,15310.6,61-436-5214
ZG,Industrial,Music,17465.0,78-371-3565
SAIC,Clothing,Computers,19718.3,39-777-2400
UNFI,Health,Clothing,18861.3,55-291-5347
BGS,Toys,Kids,46419.8,16-819-6033
BOBE,Toys,Baby,27303.8,45-288-4927
AGX,Garden,Games,30926.9,43-446-1203
BHP,Beauty,Music,42462.4,27-256-1663
SIG,Computers,Kids,37837.3,35-672-7196
DNI,Jewelery,Computers,6217.7,23-240-1667
AES,Music,Tools,10907.5,96-806-4186
